text,date
"Lamento profundamente el asesinato de la joven estudiante Valeria Cruz Medel en Veracruz, hija de la diputada Carmen Medel, a quien envío un abrazo, al igual que al resto de su familia. Haremos todo lo necesario para frenar la violencia que provoca sufrimiento a muchos mexicanos.",8 nov. 2018
Estamos de visita de trabajo en la Base Militar de Santa Lucía donde se construirá un nuevo aeropuerto para la Ciudad de México,8 nov. 2018
"Les comparto el mensaje que me envió Alfredo Harp Helú, quien además de ser un empresario con dimensión cívica y social, promueve el béisbol.",7 nov. 2018
Reunión con legisladoras y legisladores federales ante la emergencia por la inundación que afectó a municipios y comunidades de Nayarit https://youtu.be/zcDR1_pbOCY ,6 nov. 2018
Reunión con legisladoras y legisladores,5 nov. 2018
Reunión con legisladoras y legisladores,5 nov. 2018
Empezamos la semana bien y de buenas https://youtu.be/ZUF5VkcS8lc ,5 nov. 2018
,2 nov. 2018
Este día lo dedicamos a recordar a nuestros difuntos,2 nov. 2018
Les informo que vamos bien en la elaboración de presupuesto que se aplicará en 2019 para comenzar con la transformación de México https://youtu.be/sfWzKGI7SQc ,1 nov. 2018
En víspera del Día de Muertos florece el cempasúchil y el arte popular https://www.instagram.com/p/BpiK6sgBc5s/?utm_source=ig_twitter_share&igshid=1f9o4aomf12qz …,31 oct. 2018
"Combatiremos la corrupción, entre otras cosas, con la confianza ciudadana. Los mexicanos somos honestos; una golondrina no hace verano. https://youtu.be/qJLEcm8qPgs ",31 oct. 2018
"Serenidad y paciencia, mejor unámonos en contra de la corrupción. México lo demanda
https://youtu.be/MSKNTHYHYrc ",30 oct. 2018
Conferencia de prensa sobre resultados de la Consulta Nacional del aeropuerto,29 oct. 2018
"A mis amigos de las redes sociales: no dejen de participar en la Consulta Nacional sobre el aeropuerto y, si es su voluntad, corran la voz e inviten a otros https://youtu.be/oSkGoBZol_w  #MéxicoDecide",28 oct. 2018
"Según #ReedLatino2018 la mejor campaña presidencial fue la nuestra. Felicidades a Jesús Ramírez, Iván Silva y Carlos Salces. También se ganó en la categoría 'jingle' con la canción «Hoy despierto» en la que participaron Joe, Daniel, Rodrigo y Beatriz",28 oct. 2018
Segundo reporte sobre la Consulta Nacional del aeropuerto de la Ciudad de México https://youtu.be/AZToLEReb8k ,27 oct. 2018
Sigamos ejerciendo nuestros derechos democráticos. Participa. #LaConsultaVa https://youtu.be/XqvUodwnHgk ,26 oct. 2018
Decidamos entre todos cómo resolver el problema de la saturación del actual aeropuerto de la Ciudad de México. Ya comenzó la consulta que terminará el domingo. Participa. #MéxicoDecide,25 oct. 2018
"En la ciudad de San José, Costa Rica, Beatriz Gutiérrez recibió el reconocimiento de la Orden al Mérito Morista por su fructífero y desinteresado trabajo literario e histórico sobre el costarricense Rogelio Fernández Güell. No puedo ocultar que me siento muy orgulloso de ella.",24 oct. 2018
"Aunque están ayudando autoridades locales y las fuerzas armadas, es necesario dar mayor atención a damnificados de Nayarit y Sinaloa. 

Es alarmante la inundación provocada por las lluvias del huracán ""Willa"". Vean esta imagen de Tuxpan, Nayarit.",24 oct. 2018
Clausura #ForosEscucha para la Pacificación y la Reconciliación Nacional,24 oct. 2018
"Es tanta la enajenación de sus promotores o beneficiarios conservadores que se hacen los desentendidos, no ofrecen disculpas; permanecen callados como momias. Además de corruptos e ineficientes son unos cinicazos. Perdón, pero me chocan",23 oct. 2018
El anuncio de que Pemex contrató la compra de un millón 400 mil barriles de petróleo al extranjero es una muestra más del gran fracaso de la política económica neoliberal o neoporfirista de los últimos 30 años.,23 oct. 2018
"Cuando fuimos a Cantabria, en 2017, cenamos con Miguel Ángel Revilla, presidente de ese país autonómico. También nos acompañó Ana Botín, presidente del Banco Santander. Hoy nos volvimos a encontrar; la invité a comer a la casa.",22 oct. 2018
Anexo hoja de servicio del almirante José Rafael Ojeda Durán https://bit.ly/2R5Fj4B ,22 oct. 2018
"De conformidad con la Constitución y las leyes, he decidido invitar al Gral. Luis C. Sandoval para ser secretario de la Defensa Nacional. 
https://bit.ly/2O0agW2 
Reconozco en él su lealtad a la patria. Agradezco la colaboración del actual Gral. secretario Salvador Cienfuegos.",22 oct. 2018
"(2/2) He decidido nombrar, en uso de mis futuras facultades, al almirante José Rafael Ojeda Durán como próximo secretario de Marina. Es el oficial de mayor antigüedad y prestigio en la Armada de México.",22 oct. 2018
"(1/2) Me he comunicado telefónicamente con el presidente Enrique Peña Nieto, comandante supremo de las Fuerzas Armadas y he conversado con el almirante Vidal Soberón, secretario de Marina. Los dos me han apoyado de manera institucional para informar lo siguiente:",22 oct. 2018
"En Chiapas terminamos la primera etapa de la gira de agradecimiento por el país. Nos faltan Puebla y Veracruz, que visitaremos próximamente. Les comparto un video sobre algunos proyectos para el bienestar y la felicidad del pueblo.
http://youtu.be/PYXPHceallk ",21 oct. 2018
"En la plaza Francisco Villa de Chihuahua hablamos de la reconciliación y del amor al prójimo. Los revolucionarios de ayer, por las circunstancias, tuvieron que recurrir a la vía armada; nosotros podemos transformar a México de manera pacífica. No perdamos esta gran oportunidad",20 oct. 2018
Hoy le agradecimos a la gente de Nuevo León su apoyo y reafirmamos el compromiso de no fallarles.,19 oct. 2018
"Hoy recordamos en la plaza pública de Saltillo, Coahuila, el pensamiento y la obra de Francisco I. Madero, apóstol de la democracia. La congruencia de nuestros próceres y las enseñanzas de los procesos históricos nos guiarán siempre en el gobierno.",18 oct. 2018
"Como ya saben, voy Dodgers. Hoy lo reafirmé en mi encuentro con Ismael, el 'Rocket' Valdéz, en Ciudad Victoria, Tamaulipas.",17 oct. 2018
Agradezco a todos los que participaron en esta encuesta que arrojó una clara preferencia por T-MEC. Pediré a Jesús Seade que transmita esta lectura a sus contrapartes negociadores del gobierno del presidente Peña Nieto; que se pongan de acuerdo en el nombre coloquial del Tratado,16 oct. 2018
"Esta foto es de Colima, donde llevamos a cabo una reunión de trabajo con el gobernador y miembros de los sectores económico, social y político del estado. Además, participamos en una asamblea informativa  con la asistencia de mucha gente.",15 oct. 2018
"Hoy celebramos en la plaza pública, en Villahermosa, un acuerdo con campesinos, obreros y técnicos. Vamos a extraer petróleo porque desde la reforma energética está cayendo la producción de crudo y gas. Se rescatará la industria petrolera, como lo hizo el general Cárdenas en 1938",14 oct. 2018
"El Tren Maya integrará a la región más importante del mundo por su riqueza arqueológica. Pasará por la orilla de la segunda reserva ecológica más extensa del continente americano; fomentará la economía, el turismo y el desarrollo con respeto al ambiente https://youtu.be/fMbkkPa_FhQ ",13 oct. 2018
"Ojalá pueda combinar siempre el trabajo en oficina y la comunicación con la gente en la plaza pública. Hoy sostuvimos un encuentro con el gobernador de Yucatán, Mauricio Vila; legisladores y autoridades de todos los partidos. Llevamos a cabo una asamblea amplia y participativa",12 oct. 2018
"Si así como iniciamos, con el afecto del pueblo, terminamos nuestro mandato, podemos dar gracias a la vida. Estoy consciente de que eso dependerá de la virtud, la suerte, las circunstancias, del creador y de una palabra clave: cumplir.",11 oct. 2018
"Sr. Jeff Luhnow
Le agradezco la invitación y aunque me gustaría asistir, tengo compromisos que cumplir en el país. Una cosa sí le digo: estaré pendiente, el béisbol es una de mis grandes pasiones. Les deseo suerte, ese factor que influye tanto en el deporte como en la política.",10 oct. 2018
"El programa que aplicaremos en el Estado de México para el bienestar representará una inversión de 46,357 mdp. Es la más cuantiosa del país porque es la entidad más poblada de México con alrededor de 18 millones de habitantes; desgraciadamente, más de 9 millones viven en pobreza",10 oct. 2018
"Contradiciendo al gran filósofo que sentenciaba que «la historia no se repite», la final del béisbol de grandes ligas volverá a ser como el año pasado. Apuesto a Houston por sus peloteros latinos, y voy Dodgers por su afición mexicana. Esta es mi quiniela.",9 oct. 2018
"¿Qué nombre te parece mejor de las siguientes propuestas?

(A) TEUMECA: T.ratado / E stados U.nidos / ME xico / CA nadá. 
(B) T-MEC: T.ratado / M.éxico / E.stados unidos / C.anadá.
(C) NINGUNO DE ESTOS",9 oct. 2018
3. PROPUESTA. Para ello me permito sugerir considere usted consultar a sus seguidores en redes sobre las siguientes dos o tres opciones de nombres para el Tratado.,9 oct. 2018
"(3) debe ser pronunciable en español.  También concuerdan que en virtud del espíritu de cooperación que ha caracterizado a nuestros trabajos, sería conveniente que relacionemos el nombre de este Tratado que ha de ser ratificado por el nuevo Senado e instrumentado por su gobierno.",9 oct. 2018
"2.  CRITERIOS. Se ha contactado a los Secretarios Guajardo y Videgaray y ellos concuerdan que el nombre (1) para evitar confusión, debería ser similar al nombre en inglés, es decir, un listado de los tres países; (2) debe empezar con la T de Tratado;",9 oct. 2018
"El instrumento sería en México un Tratado y no Acuerdo (hay Acuerdos Internacionales, pero éste no lo es; de ahí la distinción entre la A en NAFTA y la T en TLCAN) y, sobre todo, (2) porque USMCA es el acrónimo del nombre en inglés. Adoptemos un nombre en nuestra lengua.",9 oct. 2018
"1. El nombre que el Presidente Trump dio al tratado, USMCA, está estableciéndose en México a falta de un nombre propio.  Esto convendría corregirlo (1) porque ese nombre, así como algunas traducciones que se han hecho llevan la ""A"" de ""Acuerdo"".",9 oct. 2018
"Me envió un mensaje Jesús Seade, nuestro negociador en el asunto del tratado con Estados Unidos y Canadá. Sostiene que es necesario buscarle un nombre al Tratado porque las siglas USMCA, no son adecuadas. Vean su razonamiento:",9 oct. 2018
Más información interesante sobre el aeropuerto https://youtu.be/kRCdRDqW2gg ,8 oct. 2018
"Hoy visitamos Zacatecas y Aguascalientes; estuvimos con los gobernadores, autoridades y con la gente. Mañana hablaré sobre el aeropuerto de la Ciudad de México.",7 oct. 2018
"Michoacán es pura historia y gente buena. Hoy nos reunimos en Morelia con el gobernador, legisladores, empresarios, representantes de las iglesias y de organizaciones sociales. La asamblea informativa en la plaza fue todo un festejo con el ""sí se pudo"".",6 oct. 2018
"Antes del mitin en la Plaza Fundadores, en San Luis Potosí, nos reunimos con el gobernador Juan Manuel Carrera; legisladores, presidentes municipales, empresarios y representantes de organizaciones sociales y religiosas. Estamos logrando una transición con diálogo y pluralidad.",5 oct. 2018
"En la gira por Morelos propuse que el 2019, año del centenario del asesinato de Emiliano Zapata, toda la papelería oficial lleve su nombre como homenaje a un auténtico líder social.",4 oct. 2018
"Ya inició el censo casa por casa para la aplicación de los programas de bienestar; todo el apoyo será directo y personalizado. Llegará al beneficiario sin moche o piquete de ojo. Hoy estuvimos en Acapulco, Guerrero.",3 oct. 2018
"El 68 es sinónimo de autoritarismo. Estaba en su apogeo el pensamiento conservador, proclive al uso de la fuerza. Arrancar de raíz esa mentalidad y ese proceder será uno de los objetivos del gobierno del cambio verdadero.",2 oct. 2018
"Nuestra postura sobre el acuerdo comercial entre México, Canadá y Estados Unidos. Estuvimos en Guanajuato con las autoridades y con la gente en la plaza de León. https://youtu.be/skawYvKaFjc ",1 oct. 2018
"Dimos a conocer en Pachuca el Plan de Bienestar que aplicaremos desde los primeros días del próximo gobierno. Se atenderá a todos, se escuchará a todos, se respetará a todos, se gobernará para todos, pero se dará preferencia a los humildes.Por el bien de todos, primero los pobres",30 sept. 2018
,29 sept. 2018
#AMLOenTlatelolco,29 sept. 2018
"Estuvimos en Querétaro, tierra de la Corregidora; de la reafirmación de la soberanía nacional y de la Constitución de 1917. Nos toca ahora, a todas y todos, aquí y en todo el país, consumar la Cuarta Transformación de la vida pública de México.",28 sept. 2018
"Me reuní con Thomas Bach, presidente del Comité Olímpico Internacional; con Carlos Padilla, presidente del Comité Olímpico Mexicano y Ana Guevara, próxima directora de la Conade. Hicimos el compromiso de impulsar el deporte en todas sus disciplinas y opciones.",27 sept. 2018
"Ojalá siempre pueda estar con la gente, recojo sus sentimientos y me transmiten fuerza para luchar. Hoy estuvimos en Tlaxcala; reafirmé mis compromisos de apoyar a la gente humilde y no fallarle a los ciudadanos.",25 sept. 2018
"La represión a los yaquis durante el Porfiriato fue tan bárbara como la conquista de México. La cultura nunca muere, salva a los pueblos de todas las calamidades.

Estamos en Sonora. Ayer visitamos San Luis Río Colorado y Nogales; hoy Hermosillo, Guaymas y vamos a Ciudad Obregón.",22 sept. 2018
"Cumpliré el compromiso de convertir la frontera norte en zona libre: bajará el IVA al 8 por ciento, el ISR al 20 por ciento y aumentará el salario mínimo al doble.",21 sept. 2018
"Gracias por ayudar a cumplir el compromiso de apoyar a los damnificados de los sismos. Ayer anunciamos que llevaremos a cabo un Programa Nacional de Reconstrucción para los afectados por fenómenos naturales, malas políticas económicas y otras calamidades",20 sept. 2018
"Estuvimos en Ixtepec y Juchitán, Oaxaca, afectados por los sismos. Dimos a conocer el Programa Nacional de Reconstrucción https://bit.ly/2QJYDFi  y la inversión en el estado. Me entrevisté con el gobernador Alejandro Murat; me acompañaron Alfredo Harp Helú y el obispo Arturo Lona",19 sept. 2018
"Nos reunimos con el gobernador actual, Aristóteles Sandoval y Enrique Alfaro, gobernador electo, en el histórico Palacio de Gobierno de Guadalajara, Jalisco.",18 sept. 2018
"Platiqué con Fernando Valenzuela, gloria y leyenda del beisbol.

Ayer iniciamos una nueva gira por el país. Estuvimos en Tepic y Mazatlán; hoy en Culiacán y vamos a La Paz.",17 sept. 2018
"Discurso del poeta Carlos Pellicer del 16 septiembre de 1930, leído por Beatriz Gutiérrez Müller https://youtu.be/aTe5JJcqaGU ",15 sept. 2018
"Estuve en Villahermosa en el 60 aniversario de 'Telereportaje', programa de radio ejemplar. Lo fundó Jesús Sibilla Zurita y lo continúan sus hijos con pasión. Cuando no había caminos ni teléfonos era el medio de comunicación por excelencia y aún es líder en la opinión pública.",14 sept. 2018
Hoy se dieron a conocer los objetivos y el funcionamiento del programa #JóvenesConstruyendoElFuturo; una de nuestras prioridades. Les comparto el documento básico https://bit.ly/2Qy6e9Y ,13 sept. 2018
Nos reunimos con gobernadores para definir el programa de desarrollo urbano y vivienda en colonias marginadas.,12 sept. 2018
"Nos reunimos con gobernadores del norte. Se aprobó trabajar en el programa de zona libre de la frontera para reducir el IVA en una franja de 30 kms en 8%; reducir ISR en 20% y aumentar al doble el salario mínimo, para impulsar la inversión en 44 municipios de 6 estados del país.",12 sept. 2018
"Me reuní con Alfredo Harp, posiblemente el filántropo más importante de México. Su fundación apoya a las comunidades e impulsa la educación, la cultura y el deporte.
Le gusta el beisbol y está construyendo un estadio en la Ciudad de México. Me invitó a la inauguración; acepté.",11 sept. 2018
